name,price,location,ac,air_panas,kamar_mandi_dalam,parkir,dispenser,kulkas,kursi,lemari,meja,parkir_mobil,ruang_tamu,shower,tv,wastafel,wifi,cctv,swimming_pool,kasur_bed_springbed,amenity_count,premium_count,amenity_density,has_private_bath_ac,luxury_score,is_luxury,location_tier,location_enc
Kost Koku Renon,2200000,denpasar,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
kost dipusat kota Denpasar (Suite),1300000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,1,4
"Kost di daerah Renon,Denpasar, Nyaman, Strategis, Harga Terj",1800000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
kos elite apartemen sanur (Eksklusif),2500000,denpasar,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,9,7,0.5,1,5,1,1,4
Kost Golden Gate Sweet Gold Denpasar Selatan Denpasar,5000000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,11,7,0.6111111111111112,1,5,1,1,4
Kost Samana Residence Denpasar,3500000,denpasar,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,10,6,0.5555555555555556,1,4,1,1,4
"Kost dengan Fasilitas Lengkap di Gelogor Carik, Denpasar - B (Promo)",1150000,denpasar,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,11,7,0.6111111111111112,1,5,1,1,4
KOST OTENTIK JOGLO,2500000,denpasar,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,8,5,0.4444444444444444,1,3,0,1,4
Kos panjer deket kampus udayana (Eksklusif),850000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost  strategis Jalan Tukad Batanghari III BOK C No. 7,900000,denpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,4
Kost Elite Unique House Tipe A Denpasar Timur Denpasar,2500000,denpasar,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
Kost Griya Damai Denpasar Selatan Denpasar,2800000,denpasar,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Kost Exclusive Cozzy Residence Wedasari Bali,4000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,8,6,0.4444444444444444,1,4,1,1,4
Kost JC Boutique Superior Denpasar Selatan Denpasar (Eksklusif),3200000,denpasar,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,14,7,0.7777777777777778,1,5,1,1,4
Kost N3 Coliving Comfy Denpasar Utara Denpasar,2200000,denpasar,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,7,3,0.3888888888888889,1,1,0,1,4
Kost Ekslusive Daerah Denpasar,1800000,denpasar,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,6,0.3888888888888889,1,4,1,1,4
Rumah kost nyaman di nusa dua bali,800000,denpasar,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,6,4,0.3333333333333333,0,3,0,1,4
"Kost Putri jalan Bedugul no.16 Gg. Mawar Sidakarya, Denpasar",1500000,denpasar,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,14,7,0.7777777777777778,1,5,1,1,4
Kost Samblung Mas Denpasar Selatan Denpasar,3500000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,14,7,0.7777777777777778,1,5,1,1,4
kos elite,1500000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
Kos khusus putri dekat UnUd,700000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0.16666666666666666,0,0,0,1,4
Kost 17 Melangit Vvip Denpasar Selatan Denpasar,2500000,denpasar,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,8,4,0.4444444444444444,1,2,0,1,4
Shunda Kost (Tipe B),1500000,denpasar,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,11,5,0.6111111111111112,1,3,0,1,4
ã€Renonã€‘Kos Putri Lengkap(1orang/kmr) (Bangunan Baru),1650000,denpasar,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,9,6,0.5,1,4,1,1,4
Sewa kos murah kepundung,1500000,denpasar,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,6,2,0.3333333333333333,0,0,0,1,4
Kost Unit Minimalis Mertha Yoga 5 Tipe A Denpasar Barat Denpasar,3500000,denpasar,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost Murah Daerah Denpasar (Tipe B),2600000,denpasar,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Terima Kost Daerah Panjer Denpasar,1200000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0.2222222222222222,0,1,0,1,4
Kostku79,1700000,denpasar,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Kost Lili Residence Denpasar Timur Denpasar (Suite),4000000,denpasar,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,14,7,0.7777777777777778,1,5,1,1,4
INDAH RESIDENCE,1700000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Elite di Sanur,3000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,4,0.3333333333333333,1,3,0,1,4
Kos Eksekutif seputaran Kerobokan,1500000,denpasar,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,9,4,0.5,1,2,0,1,4
Kost Exclusive Ganggas Homestay (Bangunan Baru),2900000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Rumah Kos Funished Ohanna Group,2200000,denpasar,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,8,7,0.4444444444444444,1,5,1,1,4
Kost Kartika Denpasar Utara Denpasar,2000000,denpasar,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,9,6,0.5,1,4,1,1,4
Kost Thamrin Recidence Standard Denpasar Barat Denpasar,3500000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,12,7,0.6666666666666666,1,5,1,1,4
Kamar Kos Semi Komplit di Denpasar (Tipe B),700000,denpasar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0.1111111111111111,0,0,0,1,4
Kost Green Forest VIP Plus Denpasar Timur Denpasar (Promo),3250000,denpasar,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
KOST LENGKAP DENPASAR BULU INDAH,2300000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0.2777777777777778,1,2,0,1,4
Kost Elit Renon Paras Residence,2150000,denpasar,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,9,7,0.5,1,5,1,1,4
Kost Indah Winda Denpasar Utara Denpasar (Eksklusif),1700000,denpasar,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,9,4,0.5,1,2,0,1,4
Rumah kost nyaman,1900000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost dikota Denpasaar,700000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost Candra Tipe B Denpasar Timur Denpasar,1750000,denpasar,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,7,3,0.3888888888888889,1,1,0,1,4
Kost I Ketut SBY Tipe A Denpasar Selatan Denpasar (Eksklusif),2050000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Sewa paviliun mezzanine fasilitas lengkap bisa bayar bulanan (Tipe B),2650000,denpasar,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,9,6,0.5,1,4,1,1,4
KOST ELIT JADIN RESIDENCE,2500000,denpasar,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,12,8,0.6666666666666666,1,6,1,1,4
"kamar kos denpasar furnish, murah, udah termasuk listrik air",1700000,denpasar,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
OYO 1258 Balitone Residence,3500000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,7,4,0.3888888888888889,1,3,0,1,4
Kos pusat kota denpasar mahendradatta uma inn,1200000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost Raditya 2 Denpasar Barat Denpasar,2500000,denpasar,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
"KOST ELIT ! HARIAN / BULANAN, KOSONGAN / LENGKAP",675000,denpasar,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,8,4,0.4444444444444444,0,3,0,1,4
Rumah Kost Execuitve Pria / Wanita,850000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,1,4
Kost Di Atena Seminyak Bali (Bangunan Baru),2850000,denpasar,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,7,6,0.3888888888888889,1,5,1,1,4
Kost Putra Nyaman Strategis Full wifi dekat TSM (Bangunan Baru),1300000,denpasar,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,9,5,0.5,1,3,0,1,4
Terima kost,600000,denpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.05555555555555555,0,0,0,1,4
APARTEMEN MARINA SUITE,2500000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Baru untuk Bujang/Single Daerah Kota DENPASAR,850000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost Pondok 888 Denpasar Barat Denpasar,2835000,denpasar,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,15,7,0.8333333333333334,1,5,1,1,4
Kamar kos murah free wifi denpasar bali,1600000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Semeton Ceria Deluxe Denpasar Selatan Denpasar,2800000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,9,5,0.5,1,3,0,1,4
Indekos seminyak murah,1000000,denpasar,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6,6,0.3333333333333333,1,4,1,1,4
PROMO KOST FASILITAS LENGKAP NYAMAN DAN STRTEGIS !!,1800000,denpasar,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,8,5,0.4444444444444444,1,4,1,1,4
AGUNG RESIDENCE KOST EKSKLUSIF VIEW SAWAH,1700000,denpasar,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,12,7,0.6666666666666666,1,5,1,1,4
DOKTER KOST FASILITAS LIFT PARKIR LUAS,5000000,denpasar,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,14,7,0.7777777777777778,1,5,1,1,4
Kost Cazaloka Denpasar Selatan (Eksklusif),2500000,denpasar,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,14,6,0.7777777777777778,1,4,1,1,4
kost murah dekat petitenget dan seminyak denpasar,700000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1111111111111111,1,1,0,1,4
Kost Cazaloka Denpasar Selatan (Suite),2500000,denpasar,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,14,6,0.7777777777777778,1,4,1,1,4
"TERIMA KOS HARIAN/BULANAN, LINGKUNGAN ELIT!",650000,denpasar,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,9,4,0.5,0,3,0,1,4
Kos Elite di Renon,3000000,denpasar,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,5,0.3888888888888889,1,4,1,1,4
Kost Roa Denpasar Selatan Denpasar,5000000,denpasar,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,11,6,0.6111111111111112,1,4,1,1,4
Kos Bersih Tenang Strategis & Aman : OLIVIA INN DENPASAR,3000000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0.16666666666666666,1,2,0,1,4
Kost Puri Soka Indah 2 Tipe A Denpasar Timur Denpasar,3000000,denpasar,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,13,7,0.7222222222222222,1,5,1,1,4
Kost Baru murah dan lengkap Gatot subroto barat,1000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,8,5,0.4444444444444444,1,3,0,1,4
Kos kosongan Panjer,800000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
KOST MURAH DI PUSAT KOTA DENPASAR,900000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kos Exclusive di Renon,1700000,denpasar,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,9,6,0.5,1,5,1,1,4
Kost Fasilitas Lengkap Nyaman Teuku Umar Barar,1300000,denpasar,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,11,7,0.6111111111111112,1,5,1,1,4
Kamar Kost,1000000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,1,4
"Kost Exclusive(Dekat Carrefour, Mall, Airport, Kuta, Seminya",1800000,denpasar,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,12,6,0.6666666666666666,1,4,1,1,4
Kost Vas Living Gatot Subroto Timur Denpasar Timur Denpasar,2100000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Elit Puri Segina Denpasar Barat Denpasar,3250000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,1,4
"Kost Lengkap & Nyaman, Villa Prana D'Uma, Denpasar. (Suite)",3000000,denpasar,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,8,6,0.4444444444444444,1,4,1,1,4
Kost Vkost V Tipe V1 Denpasar Selatan Denpasar,2650000,denpasar,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,7,4,0.3888888888888889,1,2,0,1,4
Kost lengkap Di Kunti Seminyak Bali,2600000,denpasar,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,7,6,0.3888888888888889,1,5,1,1,4
Kost style Villa di daerah kerobokan dekat seminyak (Promo),2800000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Koku Renon 1 Tipe C1 Denpasar Selatan Denpasar,2800000,denpasar,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,0.2777777777777778,1,2,0,1,4
Kost Sanes Living Denpasar Selatan Denpasar,2500000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Koi 1 Serviced Residence Vine Denpasar Barat Denpasar,3000000,denpasar,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,13,6,0.7222222222222222,1,4,1,1,4
Dewata Kost (Eksklusif),650000,denpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,4
Kost Modern Kunti Seminyak Bali (Bangunan Baru),2450000,denpasar,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,7,6,0.3888888888888889,1,5,1,1,4
Kost di daerah Renon Denpasar (Bangunan Baru),700000,denpasar,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,4,0.2777777777777778,1,2,0,1,4
Kost Putri atau Pasutri di Glogor Carik Denpasar Selatan,2200000,denpasar,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,13,5,0.7222222222222222,1,3,0,1,4
Kost Elite di Renon (Bangunan Baru),1700000,denpasar,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,9,7,0.5,1,5,1,1,4
Kos Eksklusif Cozzy Residence,4000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
Kost Vkost Elite Tipe E2 Denpasar Selatan Denpasar,2950000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kos Murah Nyaman dan Strategis di Renon Dekat Sanur (Eksklusif),750000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Joglo,4600000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1111111111111111,1,1,0,1,4
Kost Ubung Tipe A Denpasar Utara Denpasar,1700000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Saraswati Denpasar Utara Denpasar,2200000,denpasar,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,10,4,0.5555555555555556,0,2,0,1,4
Kost Koi Residence Deluxe Denpasar Barat Denpasar,4500000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
Juliette Residence,1500000,denpasar,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,9,6,0.5,1,4,1,1,4
Arezka Dewata House ( Kost Elite Baru ),1400000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,6,5,0.3333333333333333,1,3,0,1,4
Kost Green Forest VIP Plus Denpasar Timur Denpasar (Bangunan Baru),3200000,denpasar,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
kos di gunung salak,800000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Tempat kost bulanan,750000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0.16666666666666666,0,0,0,1,4
Kos-kosan di denpasar (Promo),1300000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,0.2777777777777778,1,1,0,1,4
Kos putri Denpasar Kota,1200000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0.2222222222222222,1,1,0,1,4
Kost Pedungan Tipe A Denpasar Selatan Denpasar (Eksklusif),2550000,denpasar,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,14,6,0.7777777777777778,1,4,1,1,4
Kost Joglo,3500000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Fasilitas Lengkap Di Denpasar,1300000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
"Murahhh,m gues house di daerah premium",2200000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Pattimura Living Vvip Denpasar Utara Denpasar,3700000,denpasar,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,13,7,0.7222222222222222,1,5,1,1,4
Kost Sammy House Denpasar Selatan Denpasar,3600000,denpasar,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
Paviliun kost,1200000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.1111111111111111,0,0,0,1,4
Rai Kost (Nyaman dan Aman),3000000,denpasar,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,9,4,0.5,1,2,0,1,4
Rumah kost,1900000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost Fasilitas Lengkap di Denpasar,2000000,denpasar,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Grand Pondok Puri Ayu Denpasar,2500000,denpasar,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,9,5,0.5,1,3,0,1,4
Sentrakos Vila Lumba,1500000,denpasar,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,12,6,0.6666666666666666,1,4,1,1,4
Kost Akila Executive Standard Room Denpasar Utara Denpasar,2750000,denpasar,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,13,7,0.7222222222222222,1,5,1,1,4
TERIMA KOST LENGKAP DAN MURAH! LOKASI STRATEGIS! (Tipe B),1050000,denpasar,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7,4,0.3888888888888889,1,2,0,1,4
Kost Bali Yuai Tipe B Denpasar Barat,1900000,denpasar,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,2,0.2222222222222222,0,0,0,1,4
Rumah kos Dewa Bharata,2000000,denpasar,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
Kost 21 Dorm Executif 3 Denpasar Selatan Denpasar,2700000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Terima Kost Daerah Panjer Denpasar Selatan,1000000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0.16666666666666666,0,1,0,1,4
Fun Living Guest House (Executive Studio) - Premium Serviced (Eksklusif),4850000,denpasar,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,12,7,0.6666666666666666,1,5,1,1,4
"Kos baru lokasi strategis, dekat sanur airport kuta sunset r",2400000,denpasar,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,9,6,0.5,1,4,1,1,4
Riverside VIP kost KUBU VILLAGE asri tengah sawah,1200000,denpasar,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,9,3,0.5,1,1,0,1,4
Kost Rumah Plawa 62 Tipe A Denpasar Timur Denpasar,2300000,denpasar,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,11,5,0.6111111111111112,1,3,0,1,4
Kos istimewa di kota Denpasar,1800000,denpasar,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,4,0.2777777777777778,1,3,0,1,4
Kos Putri Denpasar: Nyaman dan Strategis,700000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
KOST TEUKU UMAR UTK KARYAWATI,2000000,denpasar,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,0.2222222222222222,1,1,0,1,4
Kost Lengkap di Pusat Kota,800000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost excludive bisa untuk pasutri,1800000,denpasar,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kost Made Bali Tipe A Denpasar Barat Denpasar (Bangunan Baru),2400000,denpasar,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,12,6,0.6666666666666666,1,4,1,1,4
Kost Kana Residence Tipe A Denpasar Barat Denpasar (Eksklusif),3550000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,12,6,0.6666666666666666,1,4,1,1,4
Kost Naiika Co Living Tipe Single Room Denpasar Selatan Denpasar (Promo),3500000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost G Loft Studio Tipe A Denpasar Barat Denpasar,4500000,denpasar,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,11,6,0.6111111111111112,1,4,1,1,4
Kost komplit di gatsu barat,1750000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost Akata Denpasar Utara Denpasar,3500000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
Kost Green Forest VIP Denpasar Timur Denpasar,2810000,denpasar,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Disewakan Kamar Kos Gunung Salak,800000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,4,0.3333333333333333,1,2,0,1,4
Kost Citarum 3 Denpasar Selatan Denpasar,2800000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Rumah Kost Exclusive di Gatsu Barat,1300000,denpasar,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Kos BEKISAR Residence Denpasar Selatan Promo (Suite),1600000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Lengkap Nyaman Murah di Teuku Umar Barat (Marlboro) Den (Promo),1700000,denpasar,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kost Torinari Residence Denpasar Barat Denpasar,3000000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,14,7,0.7777777777777778,1,5,1,1,4
Kos2an green dan nyaman,1900000,denpasar,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,12,7,0.6666666666666666,1,5,1,1,4
Kost Kusuma Sari Denpasar Utara Denpasar,1800000,denpasar,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,9,5,0.5,1,3,0,1,4
Kosan Panjer,1400000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,1,4
